deltaX,deltaY,deltaTheta,Velocity,SteeringAngle,Time
4.624100,-8.616160,2.650003,8.749889,-0.345947,1.367571
5.266808,1.812148,2.082133,5.250627,0.229523,1.080462
6.644528,0.184313,0.174245,5.117061,0.016674,1.299171
6.203363,3.517031,0.099071,6.339294,0.269892,1.176355
-1.678981,-6.193800,1.033525,9.398272,-0.541606,1.298555
2.977948,-8.625283,1.643982,9.794747,-0.392834,1.220487
7.040410,-6.746070,1.482508,9.211274,-0.276553,1.169033
-1.247047,4.351759,2.198355,8.024249,0.704145,1.085621
3.618234,-3.348688,1.591355,5.000291,-0.503700,1.083912
13.170232,0.195362,0.093195,8.892639,0.004494,1.481244
0.649316,4.647347,2.714194,5.285099,0.701122,1.283761
-0.181977,4.891629,0.678463,6.080170,0.684767,1.295446
-2.542056,4.251300,0.689301,8.479064,0.606058,1.435982
12.133989,-4.816727,0.767276,9.633950,-0.112578,1.387906
3.818740,-7.444829,2.533057,7.600190,-0.402193,1.357119
-1.960024,1.494234,3.080213,9.375728,0.777299,1.079746
7.218047,-8.830102,0.719340,9.345072,-0.265163,1.395812
-2.382979,5.414487,3.049837,8.657720,0.554178,1.482162
-0.091347,-6.422840,2.607412,8.600032,-0.556919,1.183993
4.835262,2.969249,0.318620,5.223848,0.353397,1.143116
7.182051,-2.526216,1.016467,7.344301,-0.172607,1.056670
5.930591,4.221891,0.745545,6.790394,0.308473,1.143651
2.314633,4.820013,0.773480,5.787157,0.593301,1.151121
9.613931,5.133861,3.081764,9.106343,0.171178,1.246207
0.470852,8.134802,0.081554,8.816893,0.455664,1.400610
0.223952,8.080301,0.270728,8.831931,0.459349,1.412850
-1.565362,0.706619,1.367017,8.385348,0.764063,1.352843
-2.706914,3.358638,1.565508,9.134955,0.625318,1.364100
-1.149669,-5.469630,1.395045,8.918430,-0.610983,1.138597
3.882549,4.308825,2.119889,5.250240,0.473463,1.245226
2.400955,4.490512,0.501377,5.178198,0.605821,1.204087
9.583147,-3.164121,1.137848,7.219172,-0.123644,1.421923
5.355704,-6.382748,0.800039,6.459991,-0.352418,1.469312
-0.707702,-5.815393,1.935878,7.618561,-0.595675,1.310582
7.557799,1.439843,1.182841,6.563287,0.096982,1.179190
-1.192531,4.704898,2.004551,6.926213,0.674033,1.315033
2.582089,5.272395,0.725032,5.567616,0.549119,1.309583
-1.958925,1.444505,0.038996,9.863941,0.772916,1.041984
1.241344,-5.344017,0.989243,5.921562,-0.617536,1.276989
-1.730980,3.750989,0.019793,7.339242,0.721172,1.241805
4.387431,-8.768630,2.470143,9.179280,-0.349838,1.322060
7.745451,6.342536,1.169571,8.580454,0.247927,1.263557
7.032742,-6.498791,1.596188,8.409235,-0.276261,1.251600
5.080418,-1.696698,1.116385,5.289153,-0.232300,1.030436
6.157495,2.586278,2.498484,6.786658,0.227895,1.010497
5.911872,5.105604,1.334219,6.874523,0.322968,1.238386
-1.708283,-4.284574,0.312989,9.339216,-0.678114,1.036917
5.729084,2.186452,2.290723,5.672946,0.228510,1.105265
11.080243,1.955383,1.097523,9.454647,0.061695,1.196119
6.760235,-3.402218,0.211998,7.405885,-0.233287,1.059889
2.074697,-5.964906,1.658337,5.541982,-0.539118,1.491342
4.837692,5.083756,1.949008,5.737501,0.391578,1.367946
0.309760,5.409243,0.085413,6.017572,0.635157,1.365043
-1.875842,3.544513,0.361591,6.592488,0.722540,1.416100
6.221832,2.470640,2.375025,6.303100,0.217034,1.087804
2.809911,7.560385,1.350602,7.926416,0.435133,1.318925
7.257340,2.147975,1.808037,6.527548,0.148871,1.175634
-1.465632,-3.402838,0.141419,5.436191,-0.781164,1.467461
7.023434,0.716619,0.638879,5.958596,0.057438,1.186870
1.667825,-4.575266,1.751529,5.709937,-0.657266,1.108586
-2.187233,3.593502,0.738662,8.433931,0.682136,1.236499
8.585205,-2.394149,1.432819,8.304144,-0.119986,1.086639
9.285941,2.425162,1.605096,8.780938,0.104919,1.104960
3.374496,-6.014782,2.767609,7.358340,-0.468301,1.138665
-1.835649,-3.100165,2.479367,6.845109,-0.762562,1.287848
5.541979,4.717137,1.289120,7.528663,0.342218,1.051685
4.649386,4.181517,1.460631,5.803370,0.404193,1.180243
2.349755,-5.112827,2.261922,7.042288,-0.573511,1.002477
-0.657553,5.922533,1.139575,8.820752,0.588336,1.142840
7.829320,-0.737233,2.551688,5.254522,-0.047659,1.498808
1.702568,8.627543,2.362218,8.438291,0.419723,1.461605
2.572563,6.938702,1.355609,6.773115,0.469071,1.416677
1.010003,7.593799,2.755608,9.322906,0.477610,1.192488
7.388841,4.239419,0.131329,6.803501,0.229552,1.310569
4.609155,-2.846082,2.807473,5.173570,-0.370089,1.102434
10.134393,-1.161558,2.424571,6.825490,-0.044632,1.497756
2.473082,10.426099,2.123085,9.924421,0.348390,1.484611
2.936336,6.297533,0.845069,7.929319,0.480878,1.096916
9.639224,1.217526,0.789446,9.387400,0.051536,1.037713
7.383193,0.645495,0.547930,5.690679,0.046962,1.304020
0.910868,-5.712653,0.548649,5.856862,-0.599126,1.412927
