deltaX,deltaY,deltaTheta,Velocity,SteeringAngle,Time
25.864230,-32.176255,-1.787449,10.547308,-0.075386,4.488124
6.810971,15.022979,2.290287,5.228945,0.217362,3.966296
5.708720,7.836252,1.882394,7.397665,0.321864,1.526119
3.674831,2.508659,1.197986,5.402550,0.469108,0.874978
3.787959,-6.080535,-2.027324,10.721953,-0.442574,0.797953
8.045468,-4.204961,-0.963205,10.738718,-0.201341,0.878944
5.450520,-1.311640,-0.472310,11.398140,-0.165421,0.496447
10.928416,26.973920,2.371721,5.044889,0.126690,7.381300
5.548446,-4.273179,-1.312556,11.013360,-0.335356,0.683934
4.678466,-0.906643,-0.382836,14.560986,-0.158363,0.329286
1.107616,-23.255751,-3.046409,7.525624,-0.169966,4.717698
3.706289,1.309563,0.679286,6.124479,0.326843,0.654333
1.547410,-0.658560,-0.804737,5.451389,-0.749918,0.316978
6.995945,-6.090832,-1.432691,7.430426,-0.275945,1.361884
2.978867,-0.241181,-0.161575,11.133090,-0.107603,0.268737
10.969783,2.517381,0.451155,9.252705,0.079315,1.226771
1.466519,-0.015362,-0.020950,8.470156,-0.028571,0.173152
21.224071,25.496728,1.753191,7.084115,0.092396,5.341173
25.996231,23.227468,1.458418,8.182303,0.076291,4.662994
4.056273,11.271044,2.450686,9.830493,0.304421,1.586862
29.528817,4.941109,0.331591,12.666751,0.022036,2.374482
3.393534,15.875385,2.720410,6.106201,0.236435,3.697958
2.990949,-0.840691,-0.548016,12.459849,-0.335242,0.252497
5.240665,13.506669,2.401345,8.435273,0.251920,2.211967
13.137904,34.884369,2.421225,13.241897,0.100076,3.641581
14.089679,2.047728,0.288650,9.997016,0.040375,1.429152
18.909018,0.535536,0.056628,5.949678,0.005976,3.179858
1.917514,0.069026,0.071965,10.056874,0.074845,0.190832
16.778994,6.302128,0.718587,7.745358,0.078299,2.364643
4.047355,1.242407,0.595674,8.380959,0.270448,0.512710
41.720225,20.009139,0.894394,13.914823,0.037356,3.438729
11.123311,-3.918431,-0.677395,13.461270,-0.112231,0.893069
9.826338,12.000691,1.769376,13.949296,0.196938,1.271392
14.432947,15.414765,1.636561,5.543341,0.137391,4.270271
36.080249,-11.146479,-0.599269,5.394636,-0.031266,7.105916
8.475043,-3.449613,-0.773107,10.601868,-0.163346,0.884949
24.517370,-9.550927,-0.742944,7.002008,-0.055136,3.845615
0.385001,-4.378539,-2.966186,7.968962,-0.736425,0.821184
6.027884,-4.128577,-1.201057,6.477711,-0.300040,1.198656
6.419921,5.737061,1.458574,6.113610,0.300204,1.541349
1.896727,-2.880922,-1.977112,6.908221,-0.769458,0.590951
2.478173,-0.774613,-0.605905,10.229092,-0.430833,0.257751
8.291225,-6.308099,-1.300775,5.626186,-0.228431,1.989004
3.304493,1.519803,0.862146,8.788879,0.430733,0.426946
38.861232,9.228897,0.466328,6.444728,0.023125,6.254147
0.719552,-4.847112,-2.846846,10.764363,-0.679271,0.655082
2.507108,0.317946,0.252289,7.753408,0.196550,0.326812
8.267095,11.770658,1.916993,5.260118,0.223749,3.202879
21.760557,-27.222187,-1.792881,12.101002,-0.089423,3.305213
3.506564,-0.226329,-0.128910,12.481677,-0.073201,0.281717
7.157113,0.800640,0.222806,6.937490,0.061659,1.040243
23.559156,-4.718406,-0.395328,10.943275,-0.032691,2.209959
20.405283,-1.411151,-0.138092,7.900546,-0.013501,2.590996
1.935125,0.193466,0.199289,5.355823,0.201814,0.363715
5.849716,30.859954,2.766924,11.547076,0.124465,3.830202
30.895021,-38.091495,-1.778679,14.664556,-0.063267,3.829742
5.294292,-2.069982,-0.745419,8.222655,-0.250844,0.707599
7.652776,2.760487,0.692380,8.256624,0.165301,1.005282
3.540803,3.820868,1.646847,13.419852,0.512919,0.435777
16.351650,31.803362,2.191788,11.375307,0.099140,3.873873
11.986146,-3.676845,-0.595290,6.041438,-0.093305,2.106199
9.789783,-17.458661,-2.119489,9.468575,-0.172582,2.568413
3.547182,-6.899064,-2.191779,10.183763,-0.429964,0.938680
11.893830,8.484458,1.239259,9.170140,0.157667,1.699912
