deltaX,deltaY,deltaTheta,Velocity,SteeringAngle,Time
22.674201,22.639474,1.569264,7.383184,0.087968,4.819308
23.029872,-0.161469,-0.014022,7.393867,-0.001228,3.114828
8.762317,7.326426,1.392772,8.925191,0.220964,1.389313
9.290697,-17.984217,-2.187910,13.689558,-0.173802,1.820692
3.188919,-0.652209,-0.403482,10.076856,-0.241449,0.325212
12.456740,22.190671,2.118561,5.991207,0.136206,5.159773
2.296473,-13.717625,-2.809848,9.498907,-0.276397,2.085751
8.577707,-4.259954,-0.921897,8.642967,-0.183688,1.148336
22.707949,12.681239,1.018614,6.229675,0.074835,4.361118
10.921371,10.970088,1.575247,7.863025,0.181109,2.187966
38.609302,2.644334,0.136766,5.599839,0.007052,6.916258
7.838303,9.507720,1.762689,10.800189,0.245415,1.303203
18.726575,-1.915551,-0.203872,12.564897,-0.021630,1.500763
4.675222,13.082061,2.455130,9.187147,0.264758,1.971245
2.958748,1.923135,1.152726,5.986088,0.553354,0.623454
0.735192,-0.024979,-0.067925,6.837370,-0.182595,0.107608
6.694823,9.519777,1.915779,7.589345,0.274053,1.795780
21.496818,-1.464108,-0.136006,11.137510,-0.012624,1.936091
25.485113,12.552733,0.915342,9.652670,0.062124,3.048420
37.554870,-5.447824,-0.288116,10.332496,-0.015141,3.685414
9.411527,-4.041638,-0.811242,13.017687,-0.152904,0.808822
4.528244,3.383240,1.283338,13.464610,0.400631,0.450063
20.609000,9.410317,0.856678,5.529367,0.073193,4.225386
6.591492,-9.543914,-1.932748,5.294692,-0.276504,2.572825
15.373820,-36.496974,-2.344237,5.759084,-0.092824,8.746082
4.570319,3.146227,1.205802,12.515044,0.388042,0.471395
0.255996,-10.994226,-3.095032,14.387047,-0.348776,1.183215
0.081385,6.404940,3.116181,7.866378,0.558170,1.268829
44.728479,11.010814,0.482742,14.130555,0.020744,3.291743
2.757901,-0.409733,-0.294976,7.810723,-0.207792,0.358265
0.815449,-12.558317,-3.011909,8.330278,-0.307150,2.279875
6.483323,-4.574450,-1.228911,10.952879,-0.282849,0.772114
5.600870,-0.402649,-0.143534,12.957627,-0.051044,0.433733
10.382380,-6.181733,-1.074070,7.183110,-0.167772,1.765856
15.326408,3.796469,0.485640,5.915727,0.060826,2.695502
4.800629,13.763528,2.470394,9.259486,0.253516,2.059392
13.367955,-8.026089,-1.081424,12.631671,-0.131302,1.296649
0.803314,-4.410994,-2.781309,6.567755,-0.720375,0.964959
14.611234,23.222481,2.018387,6.656764,0.122767,4.914348
44.170614,15.344837,0.668712,7.524673,0.028055,6.331551
